longitude,latitude,OBJECTID,DATE,x,year,CD1____KM_,CD2____KM_,CD3____KM_,CD4____KM_,WD1__G_KM_,WD2__G_KM_,WD3__G_KM_,WD4__G_KM_,SEA_STATE_,SOURCE,INFO,CD4,,
-176.46,34.47,225,12,7,9,34.47,-176.46,9799.58,16985.94,6533.05,0,3.07,32.67,663.76,0,0,C. Moore,NPG09-M032,0
-176.49,34.43,227,12,7,9,34.43,-176.49,81019.16,62559.1,12306.71,0,15.79,9278.23,627.64,0,1,C. Moore,NPG09-M034,0
-179.99,34.01,228,14,7,2009,34.01,-179.99,11051.75,25261.14,0,0,3.16,31.58,0,0,1,C. Moore,NPG09-M035,0
-179.99,34.05,229,14,7,2009,34.05,-179.99,74111.72,280565.79,0,0,20.12,365.26,0,0,1,C. Moore,NPG09-M037,0
-179.99,34.15,230,14,7,2009,34.15,-179.99,17998.56,21598.27,0,0,3.28,21.6,0,0,1,C. Moore,NPG09-M038,0
-179.99,34.16,231,14,7,2009,34.16,-179.99,5454.11,116354.33,7726.65,0,0.86,550.41,449.46,0,1,C. Moore,NPG09-M039,0
-179.86,34.51,232,15,7,2009,34.51,-179.86,1818.04,10302.21,606.01,0,0.11,30.54,9.39,0,1.5,C. Moore,NPG09-M040,0
-179.93,35.1,233,15,7,2009,35.1,-179.93,24283.77,48567.54,4285.37,0,3.09,29.38,38.47,0,1.5,C. Moore,NPG09-M041,0
-179.89,35.38,234,15,7,2009,35.38,-179.89,21628.36,30467.78,2068.8,0,4.7,46.08,51.53,0,2,C. Moore,NPG09-M042,0
-179.87,35.41,235,15,7,2009,35.41,-179.87,15103.69,15103.69,3775.92,0,2.27,37.51,8.68,0,1,C. Moore,NPG09-M043,0
-179.59,36.1,236,16,7,2009,36.1,-179.59,60256.05,99122.5,9651.4,0,7.83,97.3,107.99,0,1,C. Moore,NPG09-M044,0
-179.35,36.48,237,16,7,2009,36.48,-179.35,29997.6,25712.23,4285.37,0,4.3,27.43,57.85,0,2,C. Moore,NPG09-M045,0
-179.38,37.85,238,17,7,2009,37.85,-179.38,505.81,6912.8,1180.23,0,0.17,34.21,12.31,0,1,C. Moore,NPG09-M046,0
-179.75,39.3,239,18,7,2009,39.3,-179.75,11477.34,2086.79,2086.79,0,3.23,4.59,107.99,0,1,C. Moore,NPG09-M047,0
-179.74,39.31,240,18,7,2009,39.31,-179.74,85587.56,181873.56,10698.44,0,16.99,246.63,60.41,0,1,C. Moore,NPG09-M048,0
-178.91,40.31,241,19,7,2009,40.31,-178.91,16455.83,53481.44,4113.96,0,5.97,80.22,26.74,0,2,C. Moore,NPG09-M049,0
-178.71,40.49,242,19,7,2009,40.49,-178.71,13845.05,31382.1,2769.01,0,2.77,92.3,30.46,0,2,C. Moore,NPG09-M050,0
-158.98,25.63,243,9,9,9,25.63,-158.98,13405.52,17800.77,439.53,0,1.98,35.38,10.55,0,4,C. Moore,NPG09-M051,0
-160.31,28.01,244,11,9,9,28.01,-160.31,232634.45,69048.64,8770.88,0,31.98,163.15,231.07,0,3,C. Moore,NPG09-M052,0
-160.3,26.65,245,11,9,9,26.65,-160.3,206456.97,44479.77,8659.78,0,23.5,77.37,86.46,0,2,C. Moore,NPG09-M053,0
-160.24,31.16,246,13,9,2009,31.16,-160.24,223307.2,180074.92,21973.43,0,23.95,283.88,280.12,0,2,C. Moore,NPG09-M054,0
-160.1,31.15,247,13,9,2009,31.15,-160.1,478350.99,218841.55,65028.35,0,57.82,1006.35,1875.55,0,2,C. Moore,NPG09-M055,0
-159.98,31.15,248,13,9,2009,31.15,-159.98,155428.8,91801.12,10762.89,0,16.76,282.57,158.33,0,2,C. Moore,NPG09-M056,0
-158.69,30.81,249,17,9,2009,30.81,-158.69,46548,39730.36,705.27,0,5.48,216.92,61.69,0,2,C. Moore,NPG09-M057,0
-158.73,31.31,250,17,9,2009,31.31,-158.73,0,1993.75,1079.95,0,0,5.32,7.89,0,3,C. Moore,NPG09-M058,0
-159.01,32.01,251,18,9,2009,32.01,-159.01,234356.25,124115.07,11624.07,0,36.99,475.87,195.4,0,1,C. Moore,NPG09-M059,0
-159.92,32.5,252,18,9,2009,32.5,-159.92,62482.95,63832.89,5592.61,0,9.08,198.83,113.57,0,2,C. Moore,NPG09-M060,0
-159.96,32.55,253,18,9,2009,32.55,-159.96,25165.27,53026.82,4673.55,0,5.66,2205.2,3744.39,0,2,C. Moore,NPG09-M061,0
-159.25,33.14,254,19,9,2009,33.14,-159.25,34033.64,23998.08,1963.48,0,2.44,177.54,74.44,0,4,C. Moore,NPG09-M062,0
-159.23,33.18,255,19,9,2009,33.18,-159.23,24076.76,25020.95,4484.89,0,3,113.44,3448.41,0,4,C. Moore,NPG09-M063,0
-144.35,34.29,256,24,9,2009,34.29,-144.35,102332.95,233158.6,25683.56,0,26.61,1028.63,5169.62,0,2,C. Moore,NPG09-M065,0
-143.71,34.37,257,24,9,2009,34.37,-143.71,82359.48,389901.84,27118.37,0,16.29,4020.29,4608.68,0,3,C. Moore,NPG09-M066,0
-142.08,34.67,258,25,9,2009,34.67,-142.08,43732.77,217784.78,10109.08,0,11.1,1133.98,979.7,0,4,C. Moore,NPG09-M067,0
-141.9,34.93,259,25,9,2009,34.93,-141.9,4331.36,50688.63,4097.23,0,1.87,378.82,877.74,0,5.5,C. Moore,NPG09-M068,0
-141.43,35.01,260,26,9,2009,35.01,-141.43,25281.4,157078.34,11870.71,0,6.28,1234.62,6174.96,0,5.5,C. Moore,NPG09-M069,0
-141.02,35.38,261,26,9,2009,35.38,-141.02,12176.97,80178.94,7228.34,0,2.66,876.02,4954.14,0,5.5,C. Moore,NPG09-M070,0
-140.82,35.84,262,26,9,2009,35.84,-140.82,6341.89,145774.85,19779.61,0,0.93,1316.23,4521.02,0,5,C. Moore,NPG09-M071,0
-140.83,36.07,263,27,9,2009,36.07,-140.83,15049.64,200119.58,8541.69,0,5.02,1352.16,8788.18,0,5,C. Moore,NPG09-M072,0
-140.32,36.04,264,27,9,2009,36.04,-140.32,19181.16,326223.9,10960.66,0,12.69,1739.7,1277.21,0,5,C. Moore,NPG09-M073,0
-140.15,36.01,265,27,9,2009,36.01,-140.15,99772.24,354257.37,18899.59,0,26.65,1708,7013.94,0,5,C. Moore,NPG09-M074,0
-139.99,35.98,266,27,9,2009,35.98,-139.99,64136.84,109045.4,5302.15,0,6.84,830.07,11642.94,0,5,C. Moore,NPG09-M075,0
-139.77,35.93,267,27,9,2009,35.93,-139.77,20349.25,73295.57,8484.17,0,3.06,805.56,8079.16,0,5,C. Moore,NPG09-M076,0
-139.2,35.69,268,28,9,2009,35.69,-139.2,0,39715.13,3380.01,0,0,336.24,1635.57,0,5,C. Moore,NPG09-M077,0
-142.29,34.65,269,25,9,2009,34.65,-142.29,88881.78,286396.84,25183.17,0,20.22,1953.03,1812.97,0,2,C. Moore,NPG09-M078,0
-146.9,30.83,491,21,5,2009,30.83,-146.9,0,0,0,34.96,0,0,0,40130.15,0,H. Carson,ENPG 2009,34.96
-144.92,33.54,492,22,5,2009,33.54,-144.92,0,0,0,17.48,0,0,0,20252.1,0,H. Carson,ENPG 2009,17.48
-142.93,36.25,493,23,5,2009,36.25,-142.93,0,0,0,43.49,0,0,0,50315.89,0,H. Carson,ENPG 2009,43.49
-137.17,36.45,494,25,5,2009,36.45,-137.17,0,0,0,43.7,0,0,0,19616.64,0,H. Carson,ENPG 2009,43.7
-158.03,25.67,495,19,7,2009,25.67,-158.03,0,0,0,2.1,0,0,0,4284.53,0,H. Carson,ENPG 2009,2.1
-157.35,28.37,496,20,7,2009,28.37,-157.35,0,0,0,5.22,0,0,0,3867.61,0,H. Carson,ENPG 2009,5.22
-155.17,33.65,497,22,7,2009,33.65,-155.17,0,0,0,10.16,0,0,0,4198.36,0,H. Carson,ENPG 2009,10.16
-151.12,34.93,498,23,7,2009,34.93,-151.12,0,0,0,17.62,0,0,0,16169.93,0,H. Carson,ENPG 2009,17.62
-147.03,36.12,499,24,7,2009,36.12,-147.03,0,0,0,26.26,0,0,0,34712.57,0,H. Carson,ENPG 2009,26.26
-142.1,37.48,500,25,7,2009,37.48,-142.1,0,0,0,5.33,0,0,0,6109.85,0,H. Carson,ENPG 2009,5.33
-138,37.85,501,26,7,2009,37.85,-138,0,0,0,0.61,0,0,0,277.21,0,H. Carson,ENPG 2009,0.61
-154.2,27.57,502,23,7,2009,27.57,-154.2,0,0,0,1.64,0,0,0,98.82,0,H. Carson,ENPG 2009,1.64
-150.62,29.73,503,25,7,2009,29.73,-150.62,0,0,0,10.45,0,0,0,4750.31,0,H. Carson,ENPG 2009,10.45
-148.8,31.07,504,26,7,2009,31.07,-148.8,0,0,0,9.23,0,0,0,8854.48,0,H. Carson,ENPG 2009,9.23
-147.42,32.57,505,27,7,2009,32.57,-147.42,0,0,0,4.51,0,0,0,3879.38,0,H. Carson,ENPG 2009,4.51
-145.82,34.43,506,28,7,2009,34.43,-145.82,0,0,0,5.31,0,0,0,3546.05,0,H. Carson,ENPG 2009,5.31
-144.9,36.5,507,29,7,2009,36.5,-144.9,0,0,0,9.21,0,0,0,7447.62,0,H. Carson,ENPG 2009,9.21
-143.48,37.97,508,30,7,2009,37.97,-143.48,0,0,0,8.32,0,0,0,4459.81,0,H. Carson,ENPG 2009,8.32
-157.38,27.57,509,30,7,2009,27.57,-157.38,0,0,0,1.2,0,0,0,89.44,0,H. Carson,ENPG 2009,1.2
-157.35,30.95,510,21,7,2009,30.95,-157.35,0,0,0,1.57,0,0,0,694.34,0,H. Carson,ENPG 2009,1.57
-156.93,33.4,511,22,7,2009,33.4,-156.93,0,0,0,5.75,0,0,0,4463.17,0,H. Carson,ENPG 2009,5.75
-153.25,34.5,512,23,7,2009,34.5,-153.25,0,0,0,5.41,0,0,0,2189.57,0,H. Carson,ENPG 2009,5.41
-149.88,35.42,513,24,7,2009,35.42,-149.88,0,0,0,5.47,0,0,0,4397.28,0,H. Carson,ENPG 2009,5.47
-146.33,36,514,25,7,2009,36,-146.33,0,0,0,5.17,0,0,0,2131.34,0,H. Carson,ENPG 2009,5.17
-142.08,36.5,515,26,7,2009,36.5,-142.08,0,0,0,8.36,0,0,0,1794.93,0,H. Carson,ENPG 2009,8.36
-138.92,37.17,516,27,7,2009,37.17,-138.92,0,0,0,0.73,0,0,0,1009.66,0,H. Carson,ENPG 2009,0.73
-138.9,37.15,517,28,7,2009,37.15,-138.9,0,0,0,0.49,0,0,0,24.56,0,H. Carson,ENPG 2009,0.49
-148.54,36.27,518,9,8,9,36.27,-148.54,0,0,0,98.92,0,0,0,34438.77,0,H. Carson,ENPG 2009,98.92
-139.9,35.62,519,12,8,9,35.62,-139.9,0,0,0,6.92,0,0,0,4551.01,0,H. Carson,ENPG 2009,6.92
-136.77,35.4,520,13,8,2009,35.4,-136.77,0,0,0,1.53,0,0,0,2255.39,0,H. Carson,ENPG 2009,1.53
-159.52,22.42,521,19,8,2009,22.42,-159.52,0,0,0,0.44,0,0,0,26.42,0,H. Carson,ENPG 2009,0.44
-159.47,24.67,522,20,8,2009,24.67,-159.47,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2009,0
-158.3,27.49,523,21,8,2009,27.49,-158.3,0,0,0,4.11,0,0,0,315.54,0,H. Carson,ENPG 2009,4.11
-157.6,32.35,524,23,8,2009,32.35,-157.6,0,0,0,9.24,0,0,0,4870.07,0,H. Carson,ENPG 2009,9.24
-155.83,33.95,525,24,8,2009,33.95,-155.83,0,0,0,20.71,0,0,0,8941.12,0,H. Carson,ENPG 2009,20.71
-152.53,35.87,526,25,8,2009,35.87,-152.53,0,0,0,12.58,0,0,0,9651,0,H. Carson,ENPG 2009,12.58
-148.65,37.07,527,27,8,2009,37.07,-148.65,0,0,0,13.01,0,0,0,5246.81,0,H. Carson,ENPG 2009,13.01
-142.15,36.13,528,28,8,2009,36.13,-142.15,0,0,0,587.33,0,0,0,108840.82,0,H. Carson,ENPG 2009,587.33
-139.44,35.55,529,29,8,2009,35.55,-139.44,0,0,0,8.22,0,0,0,4800.05,0,H. Carson,ENPG 2009,8.22
-136.82,34.81,530,30,8,2009,34.81,-136.82,0,0,0,2.75,0,0,0,549.35,0,H. Carson,ENPG 2009,2.75
-133.74,34.59,531,31,8,2009,34.59,-133.74,0,0,0,0.89,0,0,0,832.35,0,H. Carson,ENPG 2009,0.89
-131.54,34.74,532,1,9,9,34.74,-131.54,0,0,0,0.5,0,0,0,25.08,0,H. Carson,ENPG 2009,0.5
-129.16,34.67,533,2,9,9,34.67,-129.16,0,0,0,0.52,0,0,0,1058.45,0,H. Carson,ENPG 2009,0.52
6.41,42.99,1052,20,5,2008,42.99,6.41,0,0,0,0,0,0,0,0,0,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.47,42.99,1053,20,5,2008,42.99,6.47,0,0,0,0,0,0,0,0,0.5,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.5,42.99,1054,20,5,2008,42.99,6.5,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.56,42.98,1055,20,5,2008,42.98,6.56,0,0,0,1.96,0,0,0,19.6,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
6.62,42.97,1056,20,5,2008,42.97,6.62,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
6.97,43.14,1057,20,5,2008,43.14,6.97,0,0,0,0,0,0,0,0,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.01,43.18,1058,20,5,2008,43.18,7.01,0,0,0,1.96,0,0,0,19.6,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,1.96
7.05,43.22,1059,20,5,2008,43.22,7.05,0,0,0,3.93,0,0,0,196,1,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7.09,43.26,1060,20,5,2008,43.26,7.09,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.12,43.29,1061,20,5,2008,43.29,7.12,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.16,43.33,1062,20,5,2008,43.33,7.16,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.2,43.37,1063,20,5,2008,43.37,7.2,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
7.17,43.39,1064,20,5,2008,43.39,7.17,0,0,0,3.93,0,0,0,2044.7,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,3.93
7.08,43.41,1065,20,5,2008,43.41,7.08,0,0,0,7.86,0,0,0,78.4,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,7.86
7.02,43.42,1066,20,5,2008,43.42,7.02,0,0,0,0,0,0,0,0,2,F.Galgani,Macroplastic observations MED-2008-raw data-ifremer,0
